freq,sectperf,prof_pos,sex,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,TOTAL,TOTAL,T,HC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2134 	: 	2230 	2339 	2356 d	2194 	2234 	2382 	2330 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,T,HC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3143 	2939 	2952 	2746 	2413 	2645 	2227 	2773 	: 	: 	4286 	4372 	4064 	4106 	3984 	4177 	: 	3361 	: 	: 
A,TOTAL,TOTAL,T,HC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1121 	975 	1329 b	1492 	1580 	1550 	1690 	1567 	1807 	2133 	2314 	2230 	2311 	2375 	2408 	2479 	2502 	2570 	2868 	2968 	3253 	3452 	: 
A,TOTAL,TOTAL,T,HC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	114627 	114719 	114106 	114259 	112027 b	122801 	116982 	121531 	113723 	117372 	105217 	127154 	172105 b	185059 b	195127 b	194942 	202501 	207471 	209488 	216994 	226732 	231570 	238985 	251211 b	260716 	: 
A,TOTAL,TOTAL,T,HC,NO	: 	: 	: 	: 	: 	24182 	: 	25771 	: 	31862 	: 	31151 	: 	33876 	: 	40821 	: 	43894 	: 	43828 	: 	48333 	50613 	50675 	: 	53826 	: 	59132 	62655 	64126 	63876 	64717 	66085 	68204 	71947 	76557 	80684 	84975 	86610 	89864 	90201 	94241 	96779 	98010 d	: 
A,TOTAL,TOTAL,T,HC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	117823 	120004 	128211 	128396 	128231 	126000 	125614 	123840 	122987 	126241 	127356 	123431 	121283 	121623 	119682 	120923 	129792 	134551 	139653 	145635 	153475 	157921 	171610 	239283 	266283 	271025 	283431 	305563 	321391 	326075 	: 
A,TOTAL,TOTAL,T,HC,PT	: 	: 	11723 	12729 e	13734 	14819 e	15903 	16376 e	16849 	17901 e	18953 	20280 e	21607 	22644 e	24042 e	25024 	27219 e	29413 	33143 	36872 	38018 e	39163 	41601 e	44036 	44311 e	44585 	53669 e	62752 	87565 b	88532 	91917 	94077 	92977 	95347 	96952 	103291 	103680 	109251 	116864 	123012 	131128 	138715 	146669 	155697 	: 
A,TOTAL,TOTAL,T,HC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	76001 	65114 	63329 	62297 	57714 	57125 	48113 	37241 	37696 	38433 	39985 	40725 	41035 	40758 	42484 	43502 	42420 	39065 	42363 b	42674 	43375 	42963 	43448 	44386 	44801 	44733 	43973 	45304 	47011 	49052 	48103 	: 
A,TOTAL,TOTAL,T,HC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19321 	20067 	19341 	19742 	19646 	21044 	21880 	23629 	23542 	22782 	22971 	22972 	23524 	23977 	24838 	27078 	30810 
A,TOTAL,TOTAL,T,HC,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	2215637 	1943432 	1677784 	1532618 	1315008 	1106250 	1061044 	990743 	934637 	855190 	872363 	887729 	885568 e	870878 e	858470 e	839338 e	813207 e	807066 e	801135 e	761252 e	742433 e	736540 e	735273 e	727263 e	727029 e	732274 e	738857 	: 	707887 	682580 	682464 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,T,HC,SE	: 	: 	: 	: 	: 	: 	: 	66863 	: 	: 	: 	: 	: 	79603 b	: 	97955 	: 	104322 	: 	107521 	: 	110291 	: 	108146 	: 	117639 be	: 	115678 bde	: 	116209 be	: 	125648 e	: 	133906 e	: 	138620 e	: 	131783 	: 	135685 	: 	165126 b	: 	161897 	: 
A,TOTAL,TOTAL,T,HC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10359 b	12097 	12416 	12717 	11586 	11908 	12286 	12220 	12349 	12379 	9506 	10155 	12600 	13521 	14311 	16243 b	17045 	17972 	21548 b	20967 	21272 	21053 	20633 	20022 	21993 	23633 	25062 	25178 	25363 	25336 	25863 	: 
A,TOTAL,TOTAL,T,HC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24896 	23942 	24113 	24818 	24718 	22467 	22256 	21997 	21025 	20928 	22217 	22294 	23120 	23437 	23641 	25388 	28128 	28596 	28880 	27823 	28825 	28752 	33252 	33467 	35770 	36309 	37189 	38218 	39614 	41052 	: 
A,TOTAL,TOTAL,T,HC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38323 e	39817 e	44349 e	46643 e	51193 e	58315 e	63601 e	62181 e	66330 e	76074 e	75960 e	79958 e	83281 e	86680 e	97355 e	105032 e	119738 e	125142 e	135043 e	147417 e	164287 e	184301 e	196321 e	213686 e	209020 	239669 	259748 	276775 	295601 	317491 	346412 	378157 	397167 	: 
A,TOTAL,TOTAL,T,HC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	470197 e	: 	499191 e	: 	507524 e	524333 e	565769 e	580452 e	610276 e	646201 e	670286 e	695925 e	739816 e	771139 e	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,T,HC,US	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3522945 	: 	: 
A,TOTAL,TOT_X_RSE,F,FTE,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6977.1 	: 	7131.7 	: 	7620.4 	: 	8087.8 	: 	8546 	: 
A,TOTAL,TOT_X_RSE,F,FTE,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	302.6 	305.5 	277 	: 	: 	: 
A,TOTAL,TOT_X_RSE,F,FTE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5088.6 	: 
A,TOTAL,TOT_X_RSE,F,FTE,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4027 	4139 	4151 	4553 	4582 	4553 	4385 	4830 	4752 	: 
A,TOTAL,TOT_X_RSE,F,FTE,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	180.9 	218.6 	233.6 	259.4 	294.4 	299.3 	298 	: 	302.8 	: 
A,TOTAL,TOT_X_RSE,F,FTE,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8509.5 	9075.9 	9921.6 	10111.7 	10219.4 	10493.5 	10050.2 	10530.3 	11889.2 	12665 	12494.5 	12647.1 	12761.6 	12770.6 	13011.5 p
A,TOTAL,TOT_X_RSE,F,FTE,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	66239 	: 	78588 	: 	78544 	: 	75885 	: 	74386 	: 	76907 	: 	78295 	: 	82673 	: 	82521 	: 	86701.8 	: 	91130.6 	: 	96030.5 	: 	99258 	: 	106190 	: 
A,TOTAL,TOT_X_RSE,F,FTE,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7757 	: 	8335 	: 	8969 p	: 	: 	: 	9168.8 d	: 
A,TOTAL,TOT_X_RSE,F,FTE,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	820 	759 	789 	676 	725 	690.5 	692 	794 	865 	: 
A,TOTAL,TOT_X_RSE,F,FTE,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7323 	: 	: 	: 	6708.7 	6814.7 	7357.4 	8202.7 	8643.6 	: 
A,TOTAL,TOT_X_RSE,F,FTE,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33568.6 	33571.3 	34696.7 	36008.4 	36622.1 	36381.9 	39736 	43406 	46175 	: 
A,TOTAL,TOT_X_RSE,F,FTE,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60740.5 e	60210 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOT_X_RSE,F,FTE,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2226 	2079.2 	2163.5 	2428.4 	2700.5 	3118.8 	3210.7 	3156 	3029.4 	: 
A,TOTAL,TOT_X_RSE,F,FTE,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6100 	5190 	5856 	7025 b	7714 	7670 	7621 	7338 	6829 	: 
A,TOTAL,TOT_X_RSE,F,FTE,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	705 	2552 	: 	3465 	: 	3723 	: 	2802 	: 	4104 	: 	: 	: 
A,TOTAL,TOT_X_RSE,F,FTE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	533 	568 u	514 	: 
A,TOTAL,TOT_X_RSE,F,FTE,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43555.1 	48419.6 b	53269.8 	57389.1 	58817.7 	56377 	54174 	54522 	57464 	: 
A,TOTAL,TOT_X_RSE,F,FTE,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1378 	1416 	1409.1 	1494.5 	1674.1 	1980.4 	1814.5 	1883.3 	1733.2 	: 
A,TOTAL,TOT_X_RSE,F,FTE,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	314.7 	610.9 	: 	629.9 	: 	706.5 	: 	685.7 	: 	702.7 	: 
A,TOTAL,TOT_X_RSE,F,FTE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1053 	1151 	1120 	1347 	1357 	1432 	1350 	1543 	1344 	: 
A,TOTAL,TOT_X_RSE,F,FTE,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	85.6 	: 	106.8 	129.9 	134.9 	: 	: 	: 	: 	: 
A,TOTAL,TOT_X_RSE,F,FTE,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	168.7 	170.5 	163.7 	151.8 	199.4 	: 	151.6 	: 	: 
A,TOTAL,TOT_X_RSE,F,FTE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	123.3 	145.3 	150.4 	139 	162.6 	162 	167.5 	191.3 	193 	199.5 	227.3 	261 	283 	311 	: 
A,TOTAL,TOT_X_RSE,F,FTE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10264.8 	12396.2 	16499.6 	16586.4 	19290.4 	20099.8 	21753.7 	23588.6 	: 
A,TOTAL,TOT_X_RSE,F,FTE,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4180.7 	4027.5 	4474 	4754.3 	5124.8 	5723.9 	5966.9 	6483 	7342.5 	: 
A,TOTAL,TOT_X_RSE,F,FTE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6108 	6253 	6463 	6002 	6014 	6512 	6649 	6688 	6183 	: 
A,TOTAL,TOT_X_RSE,F,FTE,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3487.4 	3352.7 	3132 	3102.5 	3047.5 	3224.1 	3268 	3514 	4026 	5042 
A,TOTAL,TOT_X_RSE,F,FTE,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7101 e	: 	6691 	: 	5612 	: 	6525.6 b	: 	5823.1 	: 
A,TOTAL,TOT_X_RSE,F,FTE,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2148 	2164 	2080 	2329 	2571.5 	2477.2 	2614.1 	2456 	2432 	: 
A,TOTAL,TOT_X_RSE,F,FTE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1483.2 	1658.3 	1517.1 	1469.8 	1539.1 	1706.8 	1666.5 	1690.5 	1773.9 	: 
A,TOTAL,TOT_X_RSE,F,FTE,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6126 	10580 	12558 	13362 	14284 	15169 	16412 	18922 	19881 	: 
A,TOTAL,TOT_X_RSE,F,HC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14574 	: 	15064 	: 	14950 	: 	15974 	: 	16370 	: 	16880 	: 
A,TOTAL,TOT_X_RSE,F,HC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	435 	364 	338 	: 	: 	: 
A,TOTAL,TOT_X_RSE,F,HC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13392 	: 	16150 	: 	18952 	: 	21636 	: 	25961 b	: 	25466 	: 
A,TOTAL,TOT_X_RSE,F,HC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3481 	3958 	4899 	5067 	5096 	5667 	5647 	5698 	5565 	6243 	6048 	: 
A,TOTAL,TOT_X_RSE,F,HC,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21475 	: 	: 	18474 	: 	19018 	: 	20116 	: 	19713 	: 	22314 	: 
A,TOTAL,TOT_X_RSE,F,HC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	390 	419 	413 	466 	476 	513 	573 	549 	543 	: 	539 	: 
A,TOTAL,TOT_X_RSE,F,HC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13223 	13796 	14644 	15360 	15305 	15870 	15297 	16571 	17981 	18069 	18199 	18502 	18497 	18416 d	18808 dp
A,TOTAL,TOT_X_RSE,F,HC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	109653 	: 	109702 	: 	114382 	: 	117683 	: 	122519 	: 	124455 	: 	129010 	: 	135147 	: 	141860 	: 	147686 	: 	158433 	: 
A,TOTAL,TOT_X_RSE,F,HC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12648 	: 	11706 	: 	11933 	: 	12524 p	: 	: 	: 	13613 d	: 
A,TOTAL,TOT_X_RSE,F,HC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1557 	1607 	1547 	1377 	1321 	1253 	1383 	1437 	1513 	1491 	1483 	: 
A,TOTAL,TOT_X_RSE,F,HC,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16646 	: 	18528 	: 	16364 	: 	19059 	19510 	19858 	20647 	21999 	: 
A,TOTAL,TOT_X_RSE,F,HC,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51675 	50620 	52063 	51021 	53224 	55173 	56585 	56181 	59569 	63776 	66419 	: 
A,TOTAL,TOT_X_RSE,F,HC,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8367 	: 	7395 	6992 	7202 	7465 	7294 	7844 	9249 d	8962 d	9013 	: 
A,TOTAL,TOT_X_RSE,F,HC,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	71232 	: 	: 	82512 	82017 p	: 	: 	85287 	88550 	86517 	88367 	: 
A,TOTAL,TOT_X_RSE,F,HC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3157 	3066 	3365 	3247 	3334 	3821 	4226 	4701 	5017 	5009 	4943 	: 
A,TOTAL,TOT_X_RSE,F,HC,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11005 	9962 	10070 	8934 	9688 	10811 b	12725 	11641 	11397 	11111 	10707 	: 
A,TOTAL,TOT_X_RSE,F,HC,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2945 	5229 	: 	5201 	: 	5562 	: 	4390 	: 	6172 	: 	6954 	: 
A,TOTAL,TOT_X_RSE,F,HC,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	534 	: 	: 	: 	802 	775 u	: 	: 	1149 	1215 u	1158 	: 
A,TOTAL,TOT_X_RSE,F,HC,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73886 	86790 	74511 	80122 b	88913 	96607 	100496 	95291 	91666 	92233 	97320 	: 
A,TOTAL,TOT_X_RSE,F,HC,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99066 d	98833 d	102070 d	105672 d	106182 d	107852 d	110708 d	114148 d	115162 d	128333 d	135987 d	134680 d	: 
A,TOTAL,TOT_X_RSE,F,HC,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57931 	56247 	59789 	58714 	59978 	61512 	66179 	68785 	74081 	81375 	89114 	92691 	: 
A,TOTAL,TOT_X_RSE,F,HC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2959 	2913 	2672 	2700 	2697 	2783 	3047 	3397 	3254 	3428 	3369 	: 
A,TOTAL,TOT_X_RSE,F,HC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	671 	385 	782 	: 	807 	: 	917 	: 	852 	: 	846 	: 
A,TOTAL,TOT_X_RSE,F,HC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1600 	1750 	2032 	2161 	2295 	2706 	2822 	2967 	2619 	3345 	3250 	: 
A,TOTAL,TOT_X_RSE,F,HC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	392 	354 d	: 	465 	522 	467 	: 	: 	: 	: 	: 
A,TOTAL,TOT_X_RSE,F,HC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	233 	274 	315 	378 	373 	346 	331 	407 	: 	346 	: 	: 
A,TOTAL,TOT_X_RSE,F,HC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	242 	275 	305 	293 	313 	352 	339 	381 	403 	398 	431 	467 	510 	551 	: 
A,TOTAL,TOT_X_RSE,F,HC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22123 b	21920 	23075 	23909 	24718 	25277 	27269 	28798 	30025 	30169 b	31593 	: 
A,TOTAL,TOT_X_RSE,F,HC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9262 	9638 	10381 	10786 	11474 	11382 	11366 	10943 	12008 	12711 	12689 d	: 
A,TOTAL,TOT_X_RSE,F,HC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16574 	17361 	17743 	18781 	23667 	31123 	32510 	37636 	38581 	40730 	42939 	: 
A,TOTAL,TOT_X_RSE,F,HC,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6573 b	7993 	10610 	7784 	8369 	9085 	9777 	11520 	12147 	13610 	15214 	: 
